"70BCSV 	"
// AQ6370D OPTICAL SPECTRUM ANALYZER //                 
30
CTRWL,1350.000000
SPAN, 700.000000
START WL,1000.000000
STOP WL,1700.000000
WLFREQ, 0
REFL,-58.0
SSCLG, 3.6
LOFST,-7.3
RESLN,2.000
AVG,   1
SMPLAUTO,      1
SMPL,       1751
SMPLINTVL,0.4000
HIGH1
B-A
LSUNT,0
"NMSKH,""OFF"""
RESCOR,0
RESCORMODE,2
SMOOTH,0
FIBERTYPE,1
MEASWL,0
SWPSPD,0
"MODELNAME,""AQ6370D"""
NEBWCAL0,    0
NEBWCAL1,    0
NEBWCALWL,   0
RESPARM,10012
FREQPARM,10012

[TRACE DATA]
1000.0000,  -2.790
1000.4000,  -2.769
1000.8000,  -2.756
1001.2000,  -2.728
1001.6000,  -2.707
1002.0000,  -2.671
1002.4000,  -2.656
1002.8000,  -2.643
1003.2000,  -2.618
1003.6000,  -2.587
1004.0000,  -2.571
1004.4000,  -2.584
1004.8000,  -2.550
1005.2000,  -2.509
1005.6000,  -2.505
1006.0000,  -2.493
1006.4000,  -2.485
1006.8000,  -2.460
1007.2000,  -2.471
1007.6000,  -2.419
1008.0000,  -2.436
1008.4000,  -2.408
1008.8000,  -2.385
1009.2000,  -2.372
1009.6000,  -2.359
1010.0000,  -2.317
1010.4000,  -2.323
1010.8000,  -2.327
1011.2000,  -2.343
1011.6000,  -2.313
1012.0000,  -2.330
1012.4000,  -2.305
1012.8000,  -2.342
1013.2000,  -2.351
1013.6000,  -2.334
1014.0000,  -2.324
1014.4000,  -2.280
1014.8000,  -2.261
1015.2000,  -2.258
1015.6000,  -2.211
1016.0000,  -2.184
1016.4000,  -2.153
1016.8000,  -2.136
1017.2000,  -2.136
1017.6000,  -2.161
1018.0000,  -2.192
1018.4000,  -2.189
1018.8000,  -2.199
1019.2000,  -2.185
1019.6000,  -2.171
1020.0000,  -2.159
1020.4000,  -2.139
1020.8000,  -2.133
1021.2000,  -2.114
1021.6000,  -2.119
1022.0000,  -2.130
